id,category,qusasa
555,26,تلقيت يومها كمية إطراء تؤهلني لأن أرشح نفسي لجائزة نوبل، أو أن أموت فورًا لتكون هذه آخر سعادة لي.
556,26,لا تصارح الآخرين بعيوبك ودعهم يكتشفوها بأنفسهم.
557,26,تبًا للأطفال! الكائنات الشهوانية المتخلفة تفتش في الشقة عن شيء يمكن تمزيقه أو كسره.. لو كان هؤلاء الأوغاد الصغار ملكي لكومتهم في حجرة وأغلقتها عليهم ونسيت كل شيء عنهم للأبد.
558,26,أعتقد أنه لابد من كشف عقلي على الناس قبل أن يبتاعوا جهاز كمبيوتر.. لا يجب أن يسمح به لكل المجانين الذين يملئون النت اليوم.
559,26,كقاعدة: كل شيء في مصر سامّ وضارّ بالصحة ما عدا المبيدات الحشرية.. البعوض في غرفة نومي يعرف هذا الدرس جيدًا.
560,26,لو استطاع الإنسان يومًا أن يعود للماضي، لكان معنى هذا أن السياح القادمين من الغد يحيطون بنا الآن!
561,26,أعتقد أن من أنواع الغباء الخطرة نوعًا اسمه (افتراض الغباء في الآخرين)، وأنت يا صاحبي نلت قسطًا هائلاً منه.. فعلا غباء غير مسبوق.. وبقاؤك حيًا حتى اليوم معجزة ربانية.
562,26,هو مثقف لكنه لا يملك أي ذكاء.. أي بائعة طماطم أذكى منه.. يعرف هذا عن نفسه لكن الناس لا يصدقون، لأنهم أغبياء!
563,26,لو لم تشرب عصير القصب وأنت مستند إلى السطح المعدني البارد الذي يبلل كميك فلا قيمة له.. لا تدع أحدًا يخدعك ويكلمك عن شراء عصير القصب ووضعه في الخلاط في البيت.
564,26,"تلك المذيعة البائسة التي تقول: ""الهاتف المطلوب مغلق أو غير متاح"" تتلقى اللعنات والسخط من 90 مليون مصري يوميًا!!"
565,26,أطفال ثلاث أسر في سيارة واحدة منطلقة على طريق الساحل الشمالي ليلاً.. هذه فرصة حادث أليم لا تُفوّت.. لو كنت أنا صانع الكوارث لما أضعتها.
566,27,المعارضة ترتب نفسها لخوض الانتخابات القادمة.. السؤال هو: هل هناك انتخابات قادمة؟ وهل ستكون مصر موجودة بعد عامين؟
567,27,الثورة الوحيدة الصحيحة هي التي أوصلتهم للحكم.. أي ثورة بعد هذا عمل إرهابي يحاول هز كيان الدولة.
568,27,متحدثة وزارة الدفاع الأمريكية.. شقراء متأنقة.. وجه مليء بالتجاعيد.. خضراء العينين تجاهد كي تجعل نظرتها لطيفة، لكن تفلت منها القسوة (يطق من عينها شرار).. تتحدث بسرعة وبلهجة عملية وحزم.. في لحظة هي أنثى جميلة وفي لحظة هي شيطان رجيم.. باختصار: هذه هي أمريكا.
569,27,عندما تحرق بيتي وتسجنني وتتهمني بكل شيء.. سوف تجعلني بالضبط ما تتهمني به!
570,27,عندما أخذوا الشيوعيين لم أقل شيئا لأنني لم أكن شيوعيا، وعندما أخذوا اليساريين والنقابيين لم أقل شيئا لأني لم أكن اشتراكيا، وعندما أخذوا اليهود لم أقل شيئا لأني لم أكن يهوديا، وحين جاءوا لأخذ الكاثوليك لم أعترض لأنني بروتستاني، وعندما جاءوا لأخذي لم يقل أحد شيئا لأنه لم يبق هناك أحد ليعترض. الراهب مارتن نيمولر يفسر كيف استعبدت النازية الشعب الألماني.
571,27,الحرب في سوريا واليمن هي سلسلة طويلة من نجاح الطرف الفلاني في استعادة بلدة كذا.. كل الأطراف (تستعيد) طيلة الوقت، فمن المنتصر إذن؟ من المستعيد الأخير؟
572,27,بالتأكيد تحيا مصر.. لكن أرجوكم أن تتركوا لها ما تحيا به!
573,27,شهداء الثورة تم استغلالهم بمليون طريقة ممكنة كأن هذه ليست دولة ولكن قبيلة أكلة لحوم بشر، حتى أتوقع أن يكتبوا لافتات الانتخابات على جلودهم المدبوغة.
574,27,هناك أشياء مثل هزيمة 1967 والفتنة الكبرى لا تريد أن تخرج من حياتنا.. الماضي يصر على ألا يصير ماضيا بل يحتكر المستقبل ويقضي عليه.
575,27,الشعب الذي كان يتكلم عن باندونج والاشتراكية أيام عبد الناصر كان مستعدًا لسبه خلال أسبوعين من وفاته، وصارت شتيمة عبد الناصر كناية عن التدين والتحضر، ومن يدافع عنه مشكوك في دينه.. ثم جاء السيسي فعادوا متحمسين للناصرية وعاد جو (ضربة كانت من معلم.. خلت الاستعمار يسلم).. شعب يحمل جينات فشله فعلاً.
576,27,سوف يتبين أننا كنا على صواب منذ البداية، ولسوف أشعر بالشماتة بضع دقائق حتى برغم أن الأوان قد فات. وقتها سنكون قد ضعنا جميعًا.
577,27,هذا هو المصري الجديد المندفع للهاوية بجنون.. يهلل لأن شبابًا أعدموا قبل الاستئناف، أو لأن رجلًا يحاكم في قفص زجاجي، أو لأن هناك قوانين تتخذ دون برلمان.
578,27,هم يخيرونك بين جو الانحلال الأخلاقي وبين عالم التعصب الظلامي.. لا توجد منطقة وسطى رمادية في عرفهم.. هكذا يصير عليك الاختيار بين (داعر) و(داعش).
579,27,ثوار اليوم طغاة الغد.. شعار العالم العربي.
580,27,شممت في الجو رائحة ألمانيا النازية والشوفينية المجنونة.. بعد هذا ضاعت ألمانيا وصار بوسع الجندي السوفييتي أن ينام مع أي فتاة ألمانية مقابل مربع من الشيكولاتة.. الغباء والتعصب والعناد يجعلون التاريخ يكرر نفسه بلا دروس مستفادة.
581,27,ما جعل غاندي غاندي هو تحضر الهنود ورقيهم واحترامهم لأنفسهم، وإلا لاتهموه بالعمالة، وبأنه يأخذ مالاً من فرنسا ليحارب إنجلترا ويقسم الهند، ولقالوا له: لماذا لا تعود لجنوب أفريقيا من حيث جئت أيها الخائن؟ فأنت لا تعرف شيئًا عن الهند ومشاكلها.
582,27,لا يوجد مجرمون أو لصوص في العالم العربي.. كل واحد يسقط أو يفتضح يعلن فيما بعد أنهم انتقموا منه لأنه يعرف أكثر مما يجب، أو رفض التستر على الفساد، أو لأن عنده وثائق تخيفهم.. الكل أبطال.. أنا المجرم الوحيد.
583,27,وزارة التربية والتعليم وزارة سيادية فعلاً.. أعتبرها أخطر وأكثر أهمية من وزارتي الداخلية والإعلام.
584,27,من مصلحتك أنت وكل مشايخ السلطان ألا يكون هناك حساب أو يوم قيامة.. وإلا فلسوف تكون أنت الحطب يومها.
585,27,عندما تنجح الثورة فإنها تخرج أنبل وأروع ما في النفوس، وعندما تفشل فإنها تخرج أسوأ وأقذر ما فيها.
586,27,استبدال الكلبتوقراطية بالثيوقراطية تحت تأثير الشوفينية والشعبوية.. هذا ما فعله المصريون، وأدعو الله ألا يكون زبانية الداخلية ملمين بمعاني هذه المصطلحات.
587,27,ثورات العالم العربي كلها انتهت بالدبابات في الشوارع، أو انتهت براية القاعدة السوداء وقطع الرقاب، وبعون الله تم تحرير بلدة التنورين وذبح من فيها.. هل من ثورة تمنحني حكمًا مدنيًا؟
588,27,أرى أننا مررنا بسلسلة أخطاء شنيعة أضاعت ثورة يناير التي كانت فرصة العمر.. أنا تجاوزت الخمسين من عمري، ورأيت ألف مرة الرحلة السيزيفية لأعلى الجبل ثم السقوط والبدء من جديد.. حقًا تعبت وأعتقد أننا نحمل غريزة فناء مذهلة.. ثمة شيء خطأ في جيناتنا.
589,27,أتمنى لو عشت لليوم الذي أسمع فيه المسئول عن هذا كله يعترف: موقعة الجمل دبرتها مع فلان وفلان.. مذبحة بورسعيد تمت بالتنسيق مع فلان.. رضا هلال اختفى في المكان الفلاني.. سقطت الطائرة المصرية بسبب كذا وكذا.. اغتيال النائب العام قام به كذا وكذا.. احترقت شركة بيع المصنوعات في طنطا عن طريق....... إلخ.
590,27,أنا لا أؤمن بنظرية المؤامرة في مصر.. التخبط هو التفسير الوحيد لكل شيء.. المؤامرة تحتاج لقدر بسيط من الذكاء.
591,27,تعبير (حزب أعداء النجاح) يستعمله بإفراط من نجحوا بطريقة غير شريفة.. بمعنى آخر يقصدون (حزب أعداء المحسوبية).
592,27,خلل منطق وفقدان قدرة على القياس + تذاك بلا نهاية = مواطن عربي بامتياز.
593,27,وجوه مؤيدة تهتف.. تشي بالبانجو والمخدرات.. وجوه مستعدة لتأييد إبليس لو كان يمكن أن يسمح لها بالسرقة، ويمكن أن تلعنه لو وجدت من هو أقوى أو أغنى منه.
594,27,"سياسة التنطع.. ""اللي مش عاجبه يسيب البلد دي"".. هذا سهل، بشرط ألا تكتشف في المطار أنك ممنوع من السفر.. مصر اختارت طريق العناد والبلطجة وأسلوب ""احنا كده بقى واللي مش عاجبه"".. على اعتبار أن العالم كله لئيم يحاول منعنا من أن نكون أم الدنيا.. طريقة الكيد وخناقات الحواري هذه سوف ندفع ثمنها غاليًا."
595,27,مشكلة مصر ليست في الطغاة فأمرهم سهل.. مشكلتها في المنافقين وترزية القوانين والمنتفعين بالطغاة.. لهذا لا تنهض أبدًا.
596,27,"في كل قضية سياسية يتساءلون: ""أين هو؟ لماذا لا يتكلم هذا الجبان؟"" فإذا قلت رأيي قال الواحد منهم: ""أنا مصدوم.. خطأ عمري أنني قرأت حرفًا لك.. لن أقرأ لك بعد اليوم""."
597,27,رجال الأمن شموا رائحة الدم فأصابهم السعار، وسرعان ما خرجت للسطح أقذر مشاعر السادية.
598,27,فن تبرير السياسة: عندما تطبق دروس التاريخ فتفشل تقول إن السبب هو أن كل موقف له ظروفه والتاريخ لا يكرر نفسه.. عندما لا تطبق دروس التاريخ فتفشل تقول إن العرب لا يتعلمون مع أن التاريخ يكرر نفسه دائمًا.. إلخ.
599,27,في أيام حسني مبارك كنت أحسب هذا أسوأ الأوضاع الممكنة وأننا ضربنا القاع.. تبين أننا كنا بعيدين عن القاع جدًا وأن هناك احتمالات عبقرية لا تنتهي للسقوط.. أرجو ألا أفتقد أيامنا هذه بعد خمسة أعوام أخرى، لو ظللت حيًا وظلت مصر موجودة.
600,27,حادث 11 سبتمبر تمّ كعقاب استباقي لأمريكا، جزاء لها على ما ستفعله في العراق وأفغانستان بعده! أي أن أمريكا راحت بعد الحادث تعمل جاهدة كي تستحقه!
601,27,الطريق إلى إسلام مُحاصَر وأوروبا متعصبة يمينية يزداد وضوحًا.. هل الجهاديون الإسلاميون بهذا الغباء لدرجة حرق السفينة التي تحملهم في عرض البحر؟ أم أن الأمر كله لعبة مخابرات غربية تريد أن تنال الحق في التطرف؟ اليمينيون هم المستفيد الوحيد من كل هذه التفجيرات والدماء.. إذن فحسب القواعد البوليسية هم المدبر أو المحرك أو المنفذ.
602,27,الصحفي (.......) يتحول في كل يوم إلى كلب أكثر.. عما قريب سيهز ذيله ويعض الناس في الشارع.. أنقذوه من هذا المصير.
603,27,لماذا تغيرت يا صديقي؟ كنت فخورًا بك، بل إنني تمنيت لو صرت مثلك! لقد حاربت كثيرًا لأقنعهم أنك شريف نبيل، لكنك برهنت على أنني أحمق.
604,27,الدكتاتورية الشمولية في عصر الإنترنت والفضائيات والفيسبوك.. تجربة جديدة فريدة، فهل ينجحون؟ كيف تقمع شعبًا في وجود اليوتيوب؟
605,27,في صفحة الأستاذ فهمي هويدي على النت – موقع بوابة الشروق – كان هناك مقهى تعليقات يلتقي فيه الأصدقاء، حيث يتفلسفون ويوبخونه ويبحثون عن بعض.. إزيك يا لطفي بيه؟ إزيك يا مختار بيه؟ أخبار ابنك إيه؟ هنا قررت دار الشروق غلق المقهى وجمعت الكراسي.. منعت التعليقات.. هكذا راحوا يبحثون عن مقهى آخر.
606,27,كان يعتبر الحصول على جنسية غربية نوعًا من عمليات التصحيح لعيب خلقي.. كمن ولد بشفة أرنبية أو رباعية فالوت.. هو هنا يصحح خطأ الجنسية المصرية!
607,27,صحفية شابة تريد محاورتي عن دور الشباب في المرحلة الجديدة بعد الثورة.. قلت لها إنه ببساطة لا دور لهم سوى الرد على تمام السجن بصوت عال.. الكبار ركبوا الشباب ليحققوا ما يريدون وانتهى الأمر.
608,27,نحن نتحرك بفرق الجهد.. الغرب يتحرك بمجموع الجهود.. الفرد هنا متميز لكن المجموع فاشل يبددون جهده.. هناك يوجد نظام مستقر يمتص فشل الأفراد ويوظفه.
609,27,بعد 54 سنة من البدايات الجديدة والأحلام فقدت الأمل تمامًا.. لن ينهض هذا الوطن أبدًا.. لن يصير كما حلمنا أبدًا.. هناك خطأ فينا لا شك فيه.. نوع من التخلف العقلي أو الشلل المخي.
610,27,تكرار الخرافات البلهاء إلى درجة أن تصير حقائق بديلة: البرادعي هو المسئول عن احتلال العراق.. علاء الأسواني سرق عمارة يعقوبيان من ميرامار وسرق نادي السيارات من حفلة التيس.. مرسي باع قناة السويس والهرم.. مبارك هو من دبر اغتيال السادات.. إلخ.. إلخ.
611,27,لو كنت إسرائيليا لبدت الحياة لي مجموعة لا تنتهي من المفاجآت السارة.. نحن العرب هدية لكل من يريد احتلال أرضنا.
612,27,"ليست حرية الفرد أن يفعل ما يريد، بل حريته هي ألا يفعل ما لا يريد!"" جان جاك روسو"
613,27,الضغوط المستمرة على أعصاب الناس بعد ثورة يناير وعلى مدى خمسة أعوام، قد أطارت صوابهم.. لقد جنوا جميعًا بالطريقة التي يجن بها رجل أعمال رأى مصنعه يحترق، أو امرأة تضبط شقيقتها مع زوجها.. لهذا تشعر عندما تقرأ الصحف ان هذه أمة مخبولة.
614,27,مصر مبتلاة بلعنة إعادة البناء.. بناء طيلة الوقت ثم نهدم البناء قبل أن يكتمل ونبدأ من جديد، فلا توجد لحظة واحدة نتوقف فيها ونتأمل ما بنيناه بإعجاب.
615,27,عزيزي رئيس التحرير المنافق.. اجمع ما استطعت من مال فلسوف ترحل، ولن يذكرك أحد أو سوف يذكرونك بالشر.. لن يبقى لك سوى ما نهبت.. هذا هو سندك الوحيد في الدنيا.
616,28,"يقول المعري: ""قالَ المنجّمُ والطّبيبُ كِلاهما: لا تُحشَرُ الأجسادُ.. قلتُ: إليكما إن صَحّ قولُكما، فلستُ بخاسرٍ، أو صَحّ قولي، فالخَسارُ عليكما"" هذا منطق عجيب.. لا يمكن أن أتخلى عن الشهوات وأصلي وأصوم وأحج وأجاهد (لمجرد الاحتياط).. إما أن تؤمن أو تكفر ولا توجد حلول وسط.. لا يمكنك أن تمارس الدين وفي ذهنك أنه قد يكون أو لا يكون."
617,28,"عندما يناسبه الأمر يقول إنه ملتزم بالسنة حرفيًا، وعندما لا يناسبه الأمر يقول: ""وهل أنا مثل الرسول؟ مستحيل""."
618,28,الإيمان الشديد بدين لا يدل على صحته.. رأيت الهندوسي الذي يثقب خديه بالخنجر ليبرهن على ولائه لفيشنو، ورأيت الشيعة يمزقون ظهورهم بالجنازير في الحسينيات.. هنا تحاول الطقوس أن تصنع مصداقية للمعتقد الديني وليس العكس.
619,28,لا أدري من أين أبدأ الحياة. (ماشاو دو أوسيس الكاتب البرازيلي).
620,28,لو كان التدين الصحيح هو ضيق الخلق والشجار، فدخول الجنة سهل جدًا.
621,28,رأى البيت يدعى بالحرام فحجّه.. ولو كان يدعى بالحلال ما حجّا. من قائل هذا البيت الشعري العبقري؟
622,28,في رؤى الدنو من الموت، يرون كل الأرواح تسبح في سلام وسط ضوء أزرق ناعم.. ألا توجد – على سبيل التغيير – روح آثمة تتلظى وسط النيران وتصرخ؟
623,28,يجلس في المسجد في تقوى.. في ورع تتحسس يده شاشة الموبايل ليعرف كم واحدًا طلبه
624,28,النهاية تنتظرك على الباب، ملتفة في عباءتها شاعرة بالملل، تشعل لفافة تبغ أخرى وتنقل قدميها وتنظر لساعتها. لا تأمل في أن يصيبها السرطان من فرط التدخين فتتركك.
625,28,هو من هؤلاء الذين يتكفلون بأن يراقبوا الآخرين طيلة الوقت لمعرفة مدى صحة دينهم، وبهذا يشعرون بأنهم أدق وأتقى وأفضل وأن الناس سيئة فعلًا.
626,28,هناك أشخاص يصعب أن يُقبل صيامهم لو ظلوا موجودين وأحياء في رمضان!
627,28,لأن لديهم دينًا يعتقدون أنه لا لزوم لأن تكون عندهم أخلاق! (أمين معلوف)
628,28,منذ فجر التاريخ والسحاب يحاول أن يرسم لنا الإجابة الصحيحة عن كل ألغاز الكون، لكن الريح تبددها قبل أن نتمكن من قراءتها.
629,28,يصف المشكلة ببراعة ودقة، ثم يرى أن العلاج هو أن نعود لديننا.. كيف نعود؟ ينصحك بأن نربي لحيتنا وأن تضع النساء النقاب.. هكذا سوف نصل للمريخ خلال عامين.
630,29,حسب إعلانات التلفاز، فالسعادة سهلة جدًا.. كل ما عليك هو شراء علبة سمن صناعي من السوبر ماركت الذي أمام بيتك.
631,29,يبيع لي شهادات باهظة الأقساط لن أسترد ثمنها قبل عشرة أعوام.. هل سأكون موجودًا بعد عشرة أعوام؟ هل ستكون هناك مصارف بعد عشرة أعوام؟ هل ستكون مصر نفسها موجودة بعد عشرة أعوام؟
632,29,كان أغنى مني عشر مرات، أي أن فقره كان يثير الرثاء.
633,29,عندما كنت طامحًا لملء كوب، بدت لك الحياة سهلة والمال وافرًا، لكن عندما صرت راغبًا في ملء حمام سباحة شعرت بالفقر. قبل الزواج كنت ترى أن ثلاثة آلاف جنيه تحل كل مشاكلك للأبد لأنك ستكمل بها ثمن غرفة النوم، ثم زادت طموحاتك ومتطلباتك وأحلامك اليوم فصرت تشعر بالعوز والفشل.
634,29,تعبت من طوفان الفرص التي يجب أن أغتنمها وإلا فأنا أحمق. هناك شقة في مدينة البنفسج ثمنها مليون.. سوف تصير بثلاثة ملايين خلال عام. هناك أرض في وادي عطارد ثمنها مليونان سوف يرتفع ثمنها بعد عشر سنوات. هلم! لا تتكاسل! وفي كل مرة أقول إنه ليس معي، ولو كان معي فلن أقضي حياتي مديونًا.. وفي كل مرة أشعر بالفشل والعجز.
635,29,"وجدت قائمة مصاريف البيت لشهر أكتوبر عام 1994، وقد أنهيتها بسؤال ملح: ""أين ذهبت العشرون جنيهًا الناقصة؟!!"". هل كنت أعيش في كوكب آخر؟"
636,29,لقد ارتفعت الأسعار لأن الاسعار ارتفعت.. لماذا ارتفع سعر اللحم؟ السبب أن سعر اللحم ارتفع!!!
637,29,الكل يشتري من السوق السوداء.. أنا الوحيد الذي لا يعرف أين هي ليتعامل معها.
638,29,أمر عجيب لكنها الحقيقة.. لم يُعد لي أي شخص نقودًا اقترضها مني في حياتي كلها.. وكأنني أتسلى بلعب دور الأحمق.. الناس تخلط بين لفظتي الاقتراض والأخذ طيلة الوقت.
639,29,ينفقون مبالغ فاحشة على شراء الأساتك المطاطية التي يربطون بها النقود.. أنا مشفق عليهم، وأقترح تنظيم حملة قومية لشراء (الأساتك) لهم.
640,29,"خير طريقة لشراء سيارة هي أن تزعم أنك اشتريت سيارة فعلاً.. عندها سيصيح كل واحد في حسرة: ""يا لك من أحمق! خسارة.. لماذا لم تخبرني؟ كانت عندي سيارة بي إم دابليو موديل 2015 بخمسة آلاف جنيه فقط"". عندها أخبره أنك لم تشتر سيارة بعد."
641,29,علمني الغلاء ألا أفرح بمال يأتيني، ولا أحزن على مال فقدته، وأن الادخار لا جدوى منه.. تبتاع عرض الصابون ثلاث قطع لتوفر ثلاثة جنيهات، ثم تدفع خمسمائة جنيه في فاتورة الكهرباء بعد ساعة.. ولرب عزومة لبعض أقاربك تكلفك ثمن جهاز تلفزيون متوسط الحجم.
642,29,ليس بحاجة للمال لكنه لا يكف عن جمعه.. صارت هواية كجمع الطوابع.
643,29,من أجل الكسب تشعر أنهم ابتكروا موضوع الجودة وعذبوا الآخرين معهم، وصار عليك أن تملأ عشرات الأوراق بشكل دوري، لم لا نتبرع لهم بهذا المال وليتركونا وشأننا؟
644,29,هو من المتسولين الذين تتلخص مهمتهم في الحياة في إشعارك بعدم الراحة.. رسالة بسيطة.. لو لم تتصدق علي سأحسدك وستفقد مالك وأولادك إن شاء الله.
645,29,كل هذه الأعوام ولم يتعب الذين يعدونني بمليار في اليانصيب عبر رسائل النت، أو يهنئونني بالفوز بخمسين مليارًا لأنني وسيم.. مستحيل كل هذا الحماس.
646,29,الوغد المحظوظ.. لقد خدع الجميع وكون ثروة وربى أولاده وهو لا يفقه حرفًا في الطب.. لو كان في الغرب مثله لتسول جوار حانة.
647,29,أكره الفرص العقارية النادرة.. تشعرني طيلة الوقت بالفشل والغفلة لأنني لم أغتنمها.. أنت جالس هنا بينما بوسعك أن تشتري عقارًا يصير سعره عشرين مليونًا بعد ثلاثة أعوام! ليس معك مال؟ هذا ليس عذرًا.
648,29,شعور مبهج أن تدرك أن كل جنيه في جيبك قد صار أربعين قرشًا.. أنت في كل دقيقة تصير أفقر.
649,29,في عالم تعريف النجاح فيه هو الثراء، يمكنه أن يعتبر نفسه فاشلاً كالفشل ذاته.
650,29,إيداع.. أيتها الكلمة السحرية.. ألا تنوين أبدًا الظهور مرة أخرى في دفتر المصرف؟ أم أنك لا تظهرين إلا مرة واحدة في أول الدفتر فقط؟
651,29,الكسب المادي يتناسب عكسيًا مع الجهد العضلي.. هذا مؤكد.. طوبى للذين يتناسب كسبهم المادي طرديًا مع جهدهم العقلي.
652,29,"كل هذه الأعوام على الإنترنت ولم يتعب هؤلاء الذين يعدونني بمليار في اليانصيب أو يهنئونني بالفوز بخمسين مليارًا و""عندي ثروة لك"".. إصرارهم يستحق التقدير، وقد حان وقت أن أصدق أحدهم على سبيل المكافأة."
653,29,الصناعة الصينية تذهلني أحيانًا.. هذا مصنع ينتج مفارم ثوم.. هل تم التصنيع والتغليف والتصدير دون أن يتأكد شخص واحد مما إذا كانت مفرمة الثوم هذه تفرم الثوم حقًا؟
654,29,العولمة مذهلة.. بين أكواخ تايلاند العائمة ترى شعارات بيبسي وسانيو.. وترى صورة رجل تايلندي سعيد بشربها.. إنها اللغة العالمية.
655,29,أجهزة الكمبيوتر الصينية المخصصة للأطفال تلك، التي لا يتعلم منها الطفل أي شيء وتتلف بعد خمس دقائق من شرائها.. أضف لها القواميس الناطقة.. تباع لسبب واحد هو شعور الآباء بالذنب نحو أولادهم.
656,30,ماتت مشاعره مع ممارسة الطب.. حتى صار الموت بالنسبة له هو اللحظة التي يتحتم فيها نزع قسطرة المريض وكتابة شهادة الوفاة له، لا أكثر.
657,30,لم أعط الطب حياتي.. لكنه أخذها برغم كل شيء.
658,30,حملات التطعيم ومحلول مقاومة الجفاف كلها تنجح، لأنها تهدهد غريزة البشر الباحثة عن التكاثر والصحة، بينما تفشل غالبًا حملات تنظيم الأسرة في مصر، لأن تقدير المنفعة العامة على المدى البعيد أمر عسير الفهم.
659,30,علم الأمراض الباطنية أقرب إلى صندوق مغلق فيه مجموعة كريات، وعليك أن تخمن عدد الكريات ولونها وأيها من نوع جيد، من دون أن تفتحه.. هناك ميزان يمكن أن تزن به الصندوق وتحسب العدد التقريبي، لكنه ميزان تالف كذوب غالبًا.. تطلب رأي أستاذك فيلومك لأن الصندوق متسخ، ثم يتركك غاضبًا!
660,30,كل شيء تجد منه صيغة (دايت) قليلة السعرات.. أنتظر في شغف أن أجد (ليّة) خروف دايت، أو عصير قصب دايت بدون سكر.
661,30,جاء إلى المؤتمر الطبي متأخرًا، فلم يحضر أي جلسة، لكنه التهم طعام البوفيه كله، ولم ينس أن يصلي حتى يضمن أن يدخل الجنة كذلك.
662,30,الجامعة مليئة بأساتذة لا يعرفون سوى مجال تخصصهم ولا يفقهون شيئًا سواه. هو كان العكس: يعرف الكثير عن كل شيء ما عدا مجال تخصصه!
663,30,في الأنثى يتفرع الشريان الحرقفي لثمانية فروع، بينما يتفرع لسبعة فقط في الذكر. كم هن محظوظات هؤلاء النساء!
664,30,لا أمقت شيئًا في العالم مثل المريض الذي تعطيه كل ما لديك من اهتمام وجهد وعلم، ولا يُشفى! يجب أن توجد مادة في القانون لعقاب هؤلاء المرضى.
665,30,هناك الكثير من المرح لو عشت السنوات العشر القادمة. الجلطات والفشل الكلوي ومشاكل البروستاتا. من مصلحتك أن تفر الآن.
666,30,"مهنة غريبة ومريحة أن تقف في الصيدلية أربعًا وعشرين ساعة، لتقول للزبائن عن كل دواء: ""لأ ناقص والله.. ما بينزلش من فترة""."
667,30,في امتحانات الميكروبيولوجي، تعلمت أن المكان الوحيد الخالي من البكتريا في العالم هي الشريحة التي صبغتها! لقد وصلت إلى التعقيم المطلق الذي حلم به لستر!
668,30,غالبًا ما تكون امتحانات الشفوي هي امتحانات لحظك وليس لمستواك العلمي!
669,30,ما يؤسف حقًا ليس أن أجسادنا تشيخ.. ما يؤسف هو أن عقولنا وأرواحنا تشيخ.. عته الشيخوخة وألزايمر وكل هذه الأمراض تقول بوضوح إن العقل عضو كأي عضو آخر.
670,30,ثمة جلطة أو نزف دقيق أصاب مركز تذكر الأسماء في مخي.. لا شك في هذا.. فقط ابحثوا جيدًا.
671,30,عندما رأيته عرفت أنه يمثل.. ينتحل دور عالم الطب الذي احترق من اجل العلم.. مفتون بصورته وهالة الشعر الأبيض حول رأسه.
672,30,هو دليلي على أن للتدريس والشرح شهوة لا تختلف عن الشهوة الجنسية في شيء.. لهفته ولمعان عينيه يشيان بذلك.
673,30,راجعت رسالة الدكتوراة لكن الأخطاء زحفت إليها زحفًا بعد هذا، وأكاد أقسم أنها لم تكن موجودة.. لهذا يسمي الغربيون الأخطاء بالبق.. تنظف النص منها فتتسلل له من جديد.. مهما حاولت.
674,30,سن الثلاثين.. اللحظة السعيدة التي تفلت فيها من براثن سرطان الساركوما لتدخل مملكة سرطان الكارسينوما.
675,30,يتعاملون مع الطبيب على أنه خُلق ليُخدع، ويشعرون أن ماله وعرضه حلال.. يعاملونه باحترام فيه شيء من السخرية.. من نخدع إن لم يكن هو؟ هذا ثري أحمق عديم الخبرة، وعلى الأرجح كون ثروته من دم المرضى.
676,30,وقف مندوب الأدوية المهذب يكلم الأطباء عن عقار معين.. كشيمة الجبناء والأجلاف، لم يكن أحد بحاجة له لذا ظلوا يتكلمون ولم يعيروه اهتمامًا.. لا بأس بقلة الذوق والتجاهل.. لو كان ضابط مرور أو مأمور ضرائب لهبّوا جميعًا يرحبون به.
677,30,هو ليس طبيبًا جيدًا.. فقط هو الطبيب الوحيد في ذلك التخصص.. لهذا هو ناجح جدًا.
678,30,القاعدة هي: كل من يجرب الطب البديل يجربه وهو ينوي أن يتحسن.. بعد العلاج يؤكد أنه تحسن جدًا.. بعد عام نكتشف أنه ما زال يبحث عن علاج ولم يتحسن البتة وأن كل نتائج المختبر سيئة.
679,30,العالم العربي لم يترك عشبة أو نبتة شيطانية إلا وغلاها وشرب النقيع متصورًا أن لها فوائد طبية بلا أساس علمي.. خبال الأعشاب هذا جدير بالأبقار فعلًا.. فكلنا نعشق العشب.
680,30,الكلمة الخالدة في كل مجال تقتحمه هي: دعك مما درسته.. الدراسة شيء وما نقوم به شيء آخر.. لماذا نضيع اثنين وعشرين عامًا من عمرنا في الدراسة إذن؟
681,30,الشيخوخة هي أن تكتشف أن الألم في صدرك ليس ألمًا نفسيًا بسبب الفشل في الحب، وإنما هو ذبحة صدرية.. لست بحاجة إلى الوصال وإنما أنت بحاجة لتركيب دعامة.. لا تحتاج لأنامل الحبيبة على صدرك، وإنما تحتاج للصقة من النترات.
